ID	TOKENS	PROTOFORM	IPA	COUNTERPART	COGIDS	DOCULECT	NOTE	STRUCTURE	BORROWING	CONCEPT	PROTO	GLOSSID
831	j ʉ k	*juką	jʉk	juk	228	Dutch				yoke	*juką	332
830	j əʊ k	*juką	jəʊk	yoke	228	English				yoke	*juką	332
2307	ġ e o c	*juką	jəʊk	ġeoc	228	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			yoke	*juką	332
829	j ɔ x	*juką	jɔx	Joch	228	German				yoke	*juką	332
870	j øː x t	*jugunθiz	jøːxt	jeugd	239	Dutch				youth	*jugunθiz	333
869	j uː θ	*jugunθiz	juːθ	youth	239	English				youth	*jugunθiz	333
2308	ġ e o g u þ	*jugunθiz	juːθ	ġeoguþ	239	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			youth	*jugunθiz	333
868	j uː ɡ ə n t	*jugunθiz	juːɡənt	Jugend	239	German				youth	*jugunθiz	333
2309	m a c a	*makô	maka	maca	539	Old_English	Class II weak iptv. 2sg test (R/T §5.2). Trimoric *ō → OE -a.			make (iptv.2sg)	*makô	368
2310	m a c e þ	*makōθi	makeθ	maceþ	540	Old_English	Class II weak 3sg pres. indic. test (R/T §5.2). Regular phonology: *ōθi → -eþ (i-umlaut of *ō). Attested macaþ is analogical.			make (3sg)	*makōθi	369
2311	b o r a	*burô	bora	bora	541	Old_English	Class II weak iptv. 2sg test. Trimoric *ō → OE -a.			bore (iptv.2sg)	*burô	370
2312	b o r e þ	*burōθi	boreθ	boreþ	542	Old_English	Class II weak 3sg pres. indic. test. Regular phonology: *ōθi → -eþ (i-umlaut of *ō). Attested boraþ is analogical.			bore (3sg)	*burōθi	371
2313	l e o r n a	*liznô	leorna	leorna	543	Old_English	Class II weak iptv. 2sg test. Trimoric *ō → OE -a.			learn (iptv.2sg)	*liznô	372
2314	l e o r n e þ	*liznōθi	leorneθ	leorneþ	544	Old_English	Class II weak 3sg pres. indic. test. Regular phonology: *ōθi → -eþ. Root vowel issue (ie vs eo) same as infinitive.			learn (3sg)	*liznōθi	373
2315	l i c c a	*likkô	likka	licca	545	Old_English	Class II weak iptv. 2sg test. Trimoric *ō → OE -a.			lick (iptv.2sg)	*likkô	374
2316	l i c c e þ	*likkōθi	likkeθ	licceþ	546	Old_English	Class II weak 3sg pres. indic. test. Regular phonology: *ōθi → -eþ. Root palatalization issue same as infinitive.			lick (3sg)	*likkōθi	375
2317	s ċ ē a w a	*skawô	skeawa	sċēawa	547	Old_English	Class II weak iptv. 2sg test. Trimoric *ō → OE -a. Normalized sċ: Campbell §440.			show (iptv.2sg)	*skawô	376
2318	s ċ ē a w e þ	*skawōθi	skeaweθ	sċēaweþ	548	Old_English	Class II weak 3sg pres. indic. test. Regular phonology: *ōθi → -eþ. Normalized sċ: Campbell §440.			show (3sg)	*skawōθi	377
